cust_id,year,emp_length_int,home_ownership,home_ownership_cat,income_category,income_cat,loan_amount,loan_term,loan_term_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,Account No,Transation_Date,TRANSACTION DETAILS, WITHDRAWAL AMT , DEPOSIT AMT ,BALANCE AMT,Surname,CreditScore,Geography,EstimatedSalary,Taxrating_2019,Taxrating_2018,Taxrating_2017
94,2011,10,RENT,1,Low,1,10500, 36 months,1,medical,9,Low,1,Good Loan,0,12.69,B,2,20.73,11232.14,10500,0,352.23,409000000093,26-Sep-17,INDO GIBL Indiaforensic STL23091,"42,850.00",,1803381.00,Capon,769,France,172290.61,1,1,1
95,2011,4,OWN,2,Low,1,7000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,21.01,7932.3,7000,0,231.54,409000000094,26-Sep-17,INDO GIBL Indiaforensic STL24091,"39,925.00",,1763456.00,Capon,730,Spain,85982.47,1,1,1
96,2011,6,RENT,1,Low,1,15300, 60 months,2,credit_card,1,High,2,Good Loan,0,22.06,F,6,20.58,20295.8,10776.09,0,423.1,409000000095,26-Sep-17,INDO GIBL Indiaforensic STL25091,"202,106.00",,1561350.00,Fiorentini,515,Spain,121277.78,1,1,1
97,2011,4,MORTGAGE,3,Low,1,20000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,10.04,15161.27,12800,0,282.86,409000000096,27-Sep-17,INDO GIBL Indiaforensic STL26091,"169,802.00",,1391548.00,Graham,773,Spain,64595.25,1,1,1
98,2011,7,MORTGAGE,3,Low,1,17500, 60 months,2,credit_card,1,High,2,Bad Loan,1,17.27,D,4,21.31,10037.1,3077.85,3486,437.47,409000000097,28-Sep-17,INDO GIBL Indiaforensic STL27091,"200,570.00",,1190978.00,Yuille,814,Germany,197276.13,1,1,1
99,2011,10,MORTGAGE,3,Low,1,3500, 36 months,1,car,2,Low,1,Good Loan,0,6.03,A,1,2.31,3834.66085,3500,0,106.53,409000000098,3-Oct-17,INDO GIBL Indiaforensic STL28091,"12,106.00",,1178872.00,Allard,710,Spain,99645.04,1,1,1
100,2011,0.5,RENT,1,Low,1,6000, 60 months,2,major_purchase,8,Low,1,Good Loan,0,12.69,B,2,13.66,6495.11,4472.4,0,135.57,409000000099,3-Oct-17,INDO GIBL Indiaforensic STL29091,"12,611.00",,1166261.00,Fanucci,413,France,6534.18,1,1,1
101,2011,2,RENT,1,Low,1,6200, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,9.91,B,2,20.64,2452.22,1700.79,258.27,199.8,409000000100,3-Oct-17,INDO GIBL Indiaforensic STL30091,"9,375.00",,1156886.00,Fu,665,France,161848.03,1,1,1
102,2011,7,RENT,1,Low,1,16000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,17.58,D,4,15.56,19297.95,11584.03,0,402.65,409000000101,4-Oct-17,INDO GIBL Indiaforensic STL03101,"125,200.00",,1031686.00,Hung,623,France,167162.43,1,1,1
103,2011,8,OWN,2,Low,1,6000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,13.17,6857.167486,6000,0,190.52,409000000102,5-Oct-17,INDO GIBL Indiaforensic STL04101,"61,400.00",,970286.00,Hung,738,France,41970.72,1,1,1
104,2011,6,RENT,1,Medium,2,7200, 36 months,1,credit_card,1,Low,1,Good Loan,0,9.91,B,2,6.12,8350.844344,7200,0,232.02,409000000103,6-Oct-17,INDO GIBL Indiaforensic STL05101,"143,700.00",,826586.00,Bradley,528,Spain,60536.56,1,1,1
105,2011,7,MORTGAGE,3,Low,1,9500, 36 months,1,credit_card,1,Low,1,Good Loan,0,8.9,A,1,8.18,10493.71,9500,0,301.66,409000000104,16-Oct-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,1326586.00,Dunbabin,670,Spain,177655.68,1,1,1
106,2011,10,RENT,1,Low,1,18825, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,16.77,D,4,23.18,18218.25,8087.75,3343.79,465.53,409000000105,16-Oct-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,1826586.00,Mauldon,622,Spain,30984.59,1,1,1
107,2011,10,RENT,1,Low,1,24000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,14.8,28140.92936,24000,0,781.76,409000000106,16-Oct-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,2326586.00,Stiger,582,Germany,10054.53,1,1,1
108,2011,10,RENT,1,Low,1,6000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,11.58,7326.009787,6000,0,203.59,409000000107,17-Oct-17,INDO GIBL Indiaforensic STL06101,"6,000.00",,2320586.00,Parsons,785,Germany,36976.52,1,1,1
109,2011,5,RENT,1,Low,1,6000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,15.38,7325.544153,6000,0,203.59,409000000108,17-Oct-17,INDO GIBL Indiaforensic STL07101,"97,950.00",,2222636.00,Walkom,605,Spain,71862.79,1,1,1
110,2011,10,MORTGAGE,3,Low,1,2100, 36 months,1,vacation,11,Low,1,Good Loan,0,12.42,B,2,19.72,2552.485243,2100,0,70.18,409000000109,17-Oct-17,INDO GIBL Indiaforensic STL08101,"33,000.00",,2189636.00,T'ang,479,Germany,99449.86,1,1,1
111,2011,8,MORTGAGE,3,Medium,2,5500, 36 months,1,small_business,3,Low,1,Good Loan,0,6.62,A,1,9.69,6077.875619,5500,0,168.88,409000000110,17-Oct-17,INDO GIBL Indiaforensic STL09101,"329,300.00",,1860336.00,Eremenko,685,Germany,63082.88,1,1,1
112,2011,8,OWN,2,Low,1,11000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,20.5,12156.85732,11000,0,337.75,409000000111,17-Oct-17,INDO GIBL Indiaforensic STL10101,"18,000.00",,1842336.00,Rowntree,538,Germany,27231.26,1,1,1
113,2011,3,MORTGAGE,3,Medium,2,26800, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,20.89,F,6,12.15,32887.69,26800,0,723.38,409000000112,17-Oct-17,INDO GIBL Indiaforensic STL11101,"113,400.00",,1728936.00,Thorpe,562,France,86797.41,1,1,1
114,2011,5,MORTGAGE,3,Low,1,8000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,10.05,8999.1,8000,0,268.36,409000000113,17-Oct-17,INDO GIBL Indiaforensic STL12101,"262,226.00",,1466710.00,Chiemela,675,Spain,22994.32,1,1,1
115,2011,1,RENT,1,Low,1,10000, 36 months,1,credit_card,1,High,2,Bad Loan,1,18.25,D,4,24.14,11730.6,8320.22,229.06,362.78,409000000114,17-Oct-17,INDO GIBL Indiaforensic STL13101,"318,750.00",,1147960.00,Fanucci,721,Germany,101300.94,1,1,1
116,2011,9,MORTGAGE,3,Low,1,8000, 36 months,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,9.7,9434.776936,8000,0,264.61,409000000115,17-Oct-17,INDO GIBL Indiaforensic STL14101,"65,549.00",,1082411.00,Ko,628,Germany,74169.13,1,1,1
117,2011,6,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,7,10868.92,10000,0,317.54,409000000116,18-Oct-17,INDO GIBL Indiaforensic STL17101,"206,501.00",,875910.00,Welch,668,Germany,115638.29,1,1,1
118,2011,2,MORTGAGE,3,Medium,2,12000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,13.32,14182.29986,12000,0,396.92,409000000117,21-Oct-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,1375910.00,Duncan,506,France,31766.30,1,1,1
119,2011,1,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,25.26,11264.00958,10000,0,312.91,409000000118,21-Oct-17,INDO GIBL Indiaforensic STL18101,"85,000.00",,1290910.00,Chidozie,524,Germany,199725.39,1,1,1
120,2011,1,RENT,1,Low,1,12000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,16.44,13920.02507,12000,0,386.7,409000000119,21-Oct-17,INDO GIBL Indiaforensic STL19101,"76,389.00",,1214521.00,Wu,699,Germany,120834.48,1,1,1
121,2011,10,MORTGAGE,3,Low,1,25000, 60 months,2,credit_card,1,High,2,Bad Loan,1,13.49,C,3,14.15,23880.65,13833.2,2010.58,575.12,409000000120,21-Oct-17,INDO GIBL Indiaforensic STL20101,"62,725.00",,1151796.00,Culbreth,828,France,38131.77,1,1,1
122,2011,4,RENT,1,Low,1,19750, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,10.65,B,2,22.8,11930.65,8590.58,641.29,643.33,409000000121,23-Oct-17,INDO GIBL Indiaforensic STL21101,"39,000.00",,1112796.00,Kennedy,674,Spain,100130.95,1,1,1
123,2011,3,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,14.81,10904.24,10000,0,322.25,409000000122,23-Oct-17,INDO GIBL Indiaforensic STL22101,"9,600.00",,1103196.00,Cameron,656,France,141069.88,1,1,1
124,2011,4,RENT,1,Low,1,13650, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,24.09,16011.18,13650,0,456.12,409000000123,24-Oct-17,INDO GIBL Indiaforensic STL23101,"123,260.00",,979936.00,Calabresi,684,Germany,198129.36,1,1,1
125,2011,10,RENT,1,Low,1,28000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,19.91,E,5,20.7,12173.07,4281.54,3132.16,312.04,409000000124,25-Oct-17,INDO GIBL Indiaforensic STL24101,"369,803.00",,610133.00,Zetticci,625,France,183646.41,1,1,1
126,2011,10,RENT,1,Low,1,18000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,27.55,20275.33655,18000,0,563.23,409000000125,26-Oct-17,INDO GIBL Indiaforensic STL25101,"170,125.00",,440008.00,Fuller,432,France,110265.24,1,1,1
127,2011,7,RENT,1,Low,1,2500, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,10.33,2529.9,2500,0,85.78,409000000126,26-Oct-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,940008.00,MacDonald,549,France,8636.05,1,1,1
128,2011,10,RENT,1,Low,1,21000, 60 months,2,credit_card,1,High,2,Good Loan,0,20.3,E,5,23.21,27085.42,21000,0,559.89,409000000127,27-Oct-17,INDO GIBL Indiaforensic STL26101,"208,000.00",,732008.00,Piccio,625,Germany,46824.08,1,1,1
129,2011,6,MORTGAGE,3,Medium,2,35000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,22.71,40006.54992,35000,0,1111.37,409000000128,30-Oct-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,1232008.00,Kennedy,828,France,171378.77,1,1,1
130,2011,3,RENT,1,Low,1,10000, 36 months,1,credit_card,1,Low,1,Good Loan,0,7.51,A,1,9.75,11027.3,10000,0,311.11,409000000129,30-Oct-17,INDO GIBL Indiaforensic STL27101,"291,150.00",,940858.00,Fernie,770,France,167256.35,1,1,1
131,2011,0.5,RENT,1,Low,1,7000, 36 months,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,15.8,8452.256793,7000,0,234.82,409000000130,30-Oct-17,INDO GIBL Indiaforensic STL28101,"24,000.00",,916858.00,He,758,France,124226.16,1,1,1
132,2011,8,MORTGAGE,3,Low,1,24000, 36 months,1,home_improvement,7,High,2,Bad Loan,1,15.96,C,3,9.17,5895.68,3813.57,0,843.3,409000000131,31-Oct-17,INDO GIBL Indiaforensic STL30101,"141,546.00",,775312.00,Kaodilinakachukwu,795,Germany,114935.21,1,1,1
133,2011,5,MORTGAGE,3,Low,1,10625, 36 months,1,medical,9,Low,1,Good Loan,0,7.51,A,1,18.89,11841.94071,10625,0,330.56,409000000132,1-Nov-17,INDO GIBL Indiaforensic STL31101,"80,000.00",,695312.00,Cocci,687,France,35608.88,1,1,1
134,2011,2,RENT,1,Low,1,5000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,18.3,5682.08,5000,0,172.48,409000000133,2-Nov-17,INDO GIBL Indiaforensic STL01111,"46,250.00",,649062.00,Alekseeva,686,France,16459.37,1,1,1
135,2011,10,RENT,1,Low,1,8850, 36 months,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,17.71,9781.605755,8850,0,271.73,409000000134,3-Nov-17,INDO GIBL Indiaforensic STL02111,"42,825.00",,606237.00,Chinweike,789,Germany,124411.08,1,1,1
136,2011,4,RENT,1,Low,1,6375, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,4.8,6737.55,6375,0,198.34,409000000135,6-Nov-17,INDO GIBL Indiaforensic STL03111,"179,463.00",,426774.00,Arthur,589,Germany,34941.23,1,1,1
137,2011,1,RENT,1,Low,1,6000, 36 months,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,2.97,7041.293751,6000,0,198.46,409000000136,6-Nov-17,INDO GIBL Indiaforensic STL04111,"18,949.00",,407825.00,Li,461,Germany,167784.28,1,1,1
138,2011,10,RENT,1,Low,1,11100, 36 months,1,credit_card,1,Low,1,Bad Loan,1,6.62,A,1,29.85,8120.14,6516.79,626.5,340.82,409000000137,6-Nov-17,INDO GIBL Indiaforensic STL05111,"91,441.00",,316384.00,Ma,637,France,93165.34,1,1,1
139,2011,2,MORTGAGE,3,Low,1,10000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,10.82,12727.42606,10000,0,225.95,409000000138,7-Nov-17,INDO GIBL Indiaforensic STL06111,"147,750.00",,168634.00,Chia,584,Spain,75161.25,1,1,1
140,2011,5,MORTGAGE,3,Low,1,6200, 36 months,1,small_business,3,Low,1,Good Loan,0,6.03,A,1,18.2,6793.070094,6200,0,188.71,409000000139,8-Nov-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,668634.00,Vasin,579,Spain,8590.83,1,1,1
141,2011,1,RENT,1,Low,1,15000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,19.69,19401.71938,15000,0,547.12,409000000140,8-Nov-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,1168634.00,Groves,756,Germany,189543.90,1,1,1
142,2011,2,RENT,1,Low,1,4200, 36 months,1,other,4,Low,1,Good Loan,0,11.71,B,2,16.91,5000.46251,4200,0,138.92,409000000141,8-Nov-17,INDO GIBL Indiaforensic STL07111,"110,188.00",,1058446.00,Tien,663,France,180427.24,1,1,1
143,2011,4,RENT,1,Low,1,14000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,7.36,14487.95,14000,0,480.33,409000000142,9-Nov-17,INDO GIBL Indiaforensic STL08111,"61,870.00",,996576.00,Forwood,682,France,193318.33,1,1,1
144,2011,1,MORTGAGE,3,Low,1,8875, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,23.53,9712.65,8875,0,276.11,409000000143,10-Nov-17,INDO GIBL Indiaforensic STL09111,"84,101.00",,912475.00,Greeves,793,Spain,159123.82,1,1,1
145,2011,7,RENT,1,Low,1,13500, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,12.38,15657.93938,13500,0,435.04,409000000144,14-Nov-17,INDO GIBL Indiaforensic STL10111,"129,700.00",,782775.00,Taylor,691,France,126213.84,1,1,1
146,2011,2,RENT,1,Low,1,12000, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,9.91,B,2,7.83,11234.49,9011.72,414.89,386.7,409000000145,14-Nov-17,INDO GIBL Indiaforensic STL11111,"7,499.00",,775276.00,Madukwe,485,Spain,54141.50,1,1,1
147,2011,4,RENT,1,Low,1,16000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.91,E,5,15.8,22277.26289,16000,0,423.11,409000000146,14-Nov-17,INDO GIBL Indiaforensic STL12111,"80,100.00",,695176.00,Bennelong,635,Spain,141075.51,1,1,1
148,2011,8,MORTGAGE,3,Low,1,21600, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.42,E,5,16.74,27580.75,21600,0,565.32,409000000147,14-Nov-17,INDO GIBL Indiaforensic STL13111,"143,850.00",,551326.00,Olisanugo,650,France,24495.03,1,1,1
149,2011,6,MORTGAGE,3,Low,1,6000, 36 months,1,home_improvement,7,Low,1,Good Loan,0,10.65,B,2,12.86,6999.427407,6000,0,195.44,409000000148,15-Nov-17,INDO GIBL Indiaforensic STL14111,"289,500.00",,261826.00,Chukwufumnanya,735,France,74836.34,1,1,1
150,2011,5,OWN,2,Low,1,8450, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,22.51,12188.56442,8450,0,208.97,409000000149,17-Nov-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,761826.00,Harris,416,France,878.87,1,1,1
151,2011,1,RENT,1,Low,1,20000, 60 months,2,credit_card,1,High,2,Good Loan,0,13.49,C,3,17.68,26397.31306,20000,0,460.1,409000000150,17-Nov-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,1261826.00,Morgan,754,Spain,89520.75,1,1,1
152,2011,8,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,11.71,B,2,22.08,6002.23,4293.91,319.46,330.76,409000000151,17-Nov-17,INDO GIBL Indiaforensic STL16111,"94,900.00",,1166926.00,Alexeeva,535,France,149892.79,1,1,1
153,2011,5,MORTGAGE,3,Low,1,12000, 36 months,1,credit_card,1,High,2,Good Loan,0,16.29,D,4,18.18,14946.56002,12000,0,423.61,409000000152,17-Nov-17,INDO GIBL Indiaforensic STL15111,"224,851.00",,942075.00,Metcalfe,716,Spain,180800.42,1,1,1
154,2011,10,RENT,1,Low,1,13475, 60 months,2,credit_card,1,High,2,Bad Loan,1,13.49,C,3,21.89,6198.89,3516.74,0,309.99,409000000153,18-Nov-17,INDO GIBL Indiaforensic STL17111,"284,953.00",,657122.00,Humphries,539,France,98646.22,1,1,1
155,2011,5,RENT,1,Low,1,7200, 36 months,1,major_purchase,8,Low,1,Good Loan,0,12.42,B,2,17.43,8677.15634,7200,0,240.59,409000000154,20-Nov-17,INDO GIBL Indiaforensic STL18111,"115,150.00",,541972.00,Milne,614,France,109041.53,1,1,1
156,2011,1,MORTGAGE,3,Low,1,5600, 36 months,1,debt_consolidation,6,High,2,Bad Loan,1,14.65,C,3,12.24,1350.86,905.39,0,193.17,409000000155,20-Nov-17,INDO GIBL Indiaforensic STL19111,"40,000.00",,501972.00,Chou,706,Spain,17941.16,1,1,1
157,2011,0.5,RENT,1,Low,1,12000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,10.86,14396.58,12000,0,411.71,409000000156,21-Nov-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,1001972.00,Li,758,France,82996.47,1,1,1
158,2011,2,RENT,1,Low,1,8500, 36 months,1,credit_card,1,Low,1,Good Loan,0,6.03,A,1,1.73,9074.73,8500,0,258.71,409000000157,21-Nov-17,INDO GIBL Indiaforensic STL20111,"145,900.00",,856072.00,Clayton,586,Spain,92067.35,1,1,1
159,2011,2,RENT,1,Low,1,8000, 36 months,1,credit_card,1,Low,1,Good Loan,0,9.91,B,2,18.28,9279.812752,8000,0,257.8,409000000158,22-Nov-17,INDO GIBL Indiaforensic STL21111,"83,251.00",,772821.00,Maclean,646,France,104719.66,1,1,1
160,2011,10,RENT,1,Low,1,8000, 36 months,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,15,9622.78032,8000,0,267.33,409000000159,23-Nov-17,INDO GIBL Indiaforensic STL22111,"192,200.00",,580621.00,Chigolum,631,Germany,112687.57,1,1,1
161,2011,10,RENT,1,Low,1,16000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,17.44,22394.08,16000,0,382.92,409000000160,24-Nov-17,INDO GIBL Indiaforensic STL23111,"74,799.00",,505822.00,Wilkinson,717,Spain,84699.56,1,1,1
162,2011,2,MORTGAGE,3,Low,1,15000, 36 months,1,house,12,High,2,Good Loan,0,17.27,D,4,3.59,17991.53,15000,0,536.81,409000000161,27-Nov-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,1005822.00,Wei,684,France,83473.82,1,1,1
163,2011,2,OWN,2,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,11.24,11386.43022,10000,0,322.25,409000000162,27-Nov-17,INDO GIBL Indiaforensic STL24117,"19,400.00",,986422.00,Treacy,800,France,47125.11,1,1,1
164,2011,5,MORTGAGE,3,Low,1,10000, 36 months,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,16.78,10902.91,10000,0,307.04,409000000163,27-Nov-17,INDO GIBL Indiaforensic STL25117,"39,700.00",,946722.00,Hu,721,Spain,106977.80,1,1,1
165,2011,3,RENT,1,Low,1,8000, 36 months,1,car,2,High,2,Good Loan,0,14.65,C,3,12.6,8636.82,8000,0,275.96,409000000164,27-Nov-17,INDO GIBL Indiaforensic STL26117,"42,800.00",,903922.00,Taverner,683,Spain,55582.54,1,1,1
166,2011,2,MORTGAGE,3,Low,1,22000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,13.22,25521.09572,22000,0,708.95,409000000165,28-Nov-17,INDO GIBL Indiaforensic STL27111,"100,402.00",,803520.00,Sherman,660,Germany,139874.43,1,1,1
167,2011,10,MORTGAGE,3,Low,1,6000, 36 months,1,car,2,High,2,Good Loan,0,14.27,C,3,24.53,7215.05,6000,0,205.86,409000000166,29-Nov-17,INDO GIBL Indiaforensic STL28111,"101,500.00",,702020.00,Taubman,704,Germany,162503.48,1,1,1
168,2011,10,OWN,2,Low,1,16000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,9.39,16282.75,12138.89,0,339.25,409000000167,30-Nov-17,INDO GIBL Indiaforensic STL29111,"36,961.00",,665059.00,Robinson,615,Spain,196499.96,1,1,1
169,2011,6.05,OWN,2,Low,1,2500, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,7.51,A,1,16.3,1838.88,1575.06,10.08,77.78,409000000168,2-Dec-17,INDO GIBL Indiaforensic STL30111,"67,850.00",,597209.00,Pinto,667,Spain,40721.24,1,1,1
170,2011,2,MORTGAGE,3,Low,1,13500, 36 months,1,credit_card,1,Low,1,Good Loan,0,9.91,B,2,22.93,15621.26606,13500,0,435.04,409000000169,2-Dec-17,INDO GIBL Indiaforensic STL01121,"19,800.00",,577409.00,Wood,682,Germany,53134.30,1,1,1
171,2011,2,RENT,1,High,3,25000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,8.32,30071.72882,25000,0,835.39,409000000170,4-Dec-17,INDO GIBL Indiaforensic STL02121,"10,000.00",,567409.00,Hawkins,484,France,164017.89,1,1,1
172,2011,2,RENT,1,Low,1,10000, 36 months,1,small_business,3,High,2,Good Loan,0,13.49,C,3,24.97,12174.48231,10000,0,339.31,409000000171,4-Dec-17,INDO GIBL Indiaforensic STL03121,"24,500.00",,542909.00,Sun,628,Germany,155996.96,1,1,1
173,2011,4,RENT,1,Low,1,2500, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,6.44,3050.276004,2500,0,84.83,409000000172,5-Dec-17,INDO GIBL Indiaforensic STL04121,"41,700.00",,501209.00,Yost,480,Germany,5472.70,1,1,1
174,2011,1,RENT,1,Low,1,7325, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,22.57,8844.700842,7325,0,245.72,409000000173,6-Dec-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,1001209.00,Ting,578,France,112187.11,1,1,1
175,2011,5,RENT,1,Medium,2,4000, 36 months,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,12.12,4337.11,4000,0,133.67,409000000174,6-Dec-17,INDO GIBL Indiaforensic STL05121,"218,050.00",,783159.00,Rowe,512,France,146457.83,1,1,1
176,2011,5,RENT,1,Low,1,10000, 36 months,1,small_business,3,High,2,Bad Loan,1,13.49,C,3,6.92,9270.84,6799.56,459.53,339.31,409000000175,7-Dec-17,INDO GIBL Indiaforensic STL06121,"186,400.00",,596759.00,Fu,484,Spain,27286.10,1,1,1
177,2011,0.5,RENT,1,Low,1,7750, 36 months,1,debt_consolidation,6,High,2,Bad Loan,1,17.27,D,4,16.1,6934,4935.39,11.91,277.36,409000000176,8-Dec-17,INDO GIBL Indiaforensic STL07121,"171,330.00",,425429.00,Ho,510,France,130553.47,1,1,1
178,2011,6,RENT,1,Low,1,20000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,20.89,F,6,16.63,5425.96,1318.27,1073.61,539.84,409000000177,11-Dec-17,INDO GIBL Indiaforensic STL08121,"34,400.00",,391029.00,Okechukwu,606,Germany,179351.89,1,1,1
179,2011,10,RENT,1,Low,1,9600, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,11.65,11337.71,9600,0,320.79,409000000178,11-Dec-17,INDO GIBL Indiaforensic STL09121,"51,199.00",,339830.00,Campbell,597,Spain,94774.12,1,1,1
180,2011,3,RENT,1,Low,1,21000, 60 months,2,debt_consolidation,6,Low,1,Bad Loan,1,11.71,B,2,6.62,3708.24,2142.87,0,464.07,409000000179,11-Dec-17,INDO GIBL Indiaforensic STL10121,"159,150.00",,180680.00,Ashbolt,754,Germany,8080.85,1,1,1
181,2011,3,RENT,1,Low,1,14000, 36 months,1,credit_card,1,Low,1,Good Loan,0,10.65,B,2,15.52,15200.08,14000,0,456.03,409000000180,12-Dec-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,680680.00,Rozier,850,Spain,19482.50,1,1,1
182,2011,10,RENT,1,Low,1,13350, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,20.57,16058.39442,13350,0,446.1,409000000181,12-Dec-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,1180680.00,Hsia,510,France,48071.61,1,1,1
183,2011,10,RENT,1,Low,1,15000, 36 months,1,debt_consolidation,6,High,2,Bad Loan,1,16.77,D,4,19.63,13373.77,8365.66,1084.71,533.08,409000000182,13-Dec-17,INDO GIBL Indiaforensic STL11121,"206,075.00",,974605.00,Ogbonnaya,778,Germany,174531.27,1,1,1
184,2011,8,RENT,1,Low,1,15000, 36 months,1,debt_consolidation,6,High,2,Bad Loan,1,17.27,D,4,16.03,10198.4,6944.85,15.16,536.81,409000000183,13-Dec-17,INDO GIBL Indiaforensic STL12121,"142,000.00",,832605.00,T'ang,636,France,55470.78,1,1,1
185,2011,10,MORTGAGE,3,Medium,2,11000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,10.94,12119.38,8158.5,0,253.06,409000000184,14-Dec-17,INDO GIBL Indiaforensic STL13121,"350,350.00",,482255.00,Cocci,804,France,8546.87,1,1,1
186,2011,2,MORTGAGE,3,Medium,2,35000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,3.17,38059.76,35000,0,1140.07,409000000185,15-Dec-17,INDO GIBL Indiaforensic STL14121,"343,900.00",,138355.00,Chang,514,France,95857.18,1,1,1
187,2011,9,MORTGAGE,3,Low,1,9000, 36 months,1,credit_card,1,Low,1,Good Loan,0,10.65,B,2,8.89,10552.7928,9000,0,293.16,409000000186,18-Dec-17,FDRL/INTERNAL FUND TRANSFE,,500000.00,638355.00,T'ao,730,France,194945.80,1,1,1
